,State_ab,City,Zip_Code,Area_Code,Lat,Lon,Mean,Median,Stdev,Households,Mean-Binned,Median-Binned,MeanLow,MeanMedium,MeanHigh,MedianLow,MedianMedium,MedianHigh
0,AL,Wadley,36276,256,33.091627,-85.527029,-1.827231682195891,-1.308519870122877,10911.1105596114+0i,52,MeanLow,MedianLow,1,0,0,1,0,0
1,AL,Adamsville,35005,205,33.60575,-86.97465,-0.023038352257049966,-0.38447889822388975,101255.628258487+0i,1704,MeanMedium,MedianMedium,0,1,0,0,1,0
2,AL,Akron,35541,205,32.879495,-87.741679,-1.5876773136768736,-1.2005588410451449,24839.9829145421+0i,126,MeanLow,MedianLow,1,0,0,1,0,0
3,AL,Albertville,35950,256,34.26313,-86.21066,0.07222312492839698,-0.390397296224696,113147.596969836+0i,7307,MeanMedium,MedianMedium,0,1,0,0,1,0
4,AL,Alexandria,36250,256,33.760819,-85.872008,-0.08209347683162349,-0.29692142191784454,92828.3528811165+0i,1464,MeanMedium,MedianMedium,0,1,0,0,1,0
5,AL,Oneonta,35121,205,33.907623,-86.516109,-0.4173753090344419,-0.5460287831492583,68954.9676827159+0i,245,MeanMedium,MedianLow,0,1,0,1,0,0
6,AL,Walnut Grove,35990,205,34.039204,-86.305697,-0.9943590269535434,-0.8842726890608821,39522.5864474801+0i,323,MeanLow,MedianLow,1,0,0,1,0,0
7,AL,Anderson,35610,256,34.915675,-87.274274,-0.4854177268421085,-0.5209253260828134,78423.6274343179+0i,115,MeanMedium,MedianLow,0,1,0,1,0,0
8,AL,Arab,35016,256,34.332387,-86.50116700000001,-0.8104415280342209,2.2807398451811984,49341.996372404+0i,25,MeanLow,MedianHigh,1,0,0,0,0,1
9,AL,Ardmore,35739,256,34.987838,-86.829022,-0.196105064547401,-0.5319290702649846,101398.063007548+0i,571,MeanMedium,MedianLow,0,1,0,1,0,0
10,AL,Odenville,35120,205,33.691576,-86.503766,-0.38965030426578096,-0.37929408316856156,73434.7553097582+0i,1513,MeanMedium,MedianMedium,0,1,0,0,1,0
11,AL,Arley,35541,205,34.076234,-87.217831,-1.0374612979472,-0.8304600282468286,23405.958309527+0i,179,MeanLow,MedianLow,1,0,0,1,0,0
12,AL,Ashland,36251,256,33.269892,-85.833706,-0.7227596703558558,-0.6659882451487932,48055.7877349791+0i,1037,MeanLow,MedianLow,1,0,0,1,0,0
13,AL,Athens,35611,256,34.779021,-86.950799,0.9031031102821062,-0.061963508007685957,152581.769456703+0i,9326,MeanMedium,MedianMedium,0,1,0,0,1,0
14,AL,Attalla,35954,256,33.986189,-86.121037,-0.2840147143096525,-0.5014667276137761,92890.4632801784+0i,2313,MeanMedium,MedianMedium,0,1,0,0,1,0
15,AL,Autaugaville,36003,334,32.432563,-86.658752,-0.9493669583243001,-0.7174758210339583,15092.0863331447+0i,462,MeanLow,MedianLow,1,0,0,1,0,0
16,AL,Satsuma,36572,251,30.922563,-88.02185,-0.18463877157252342,-0.26873442975854256,84787.2468594984+0i,278,MeanMedium,MedianMedium,0,1,0,0,1,0
17,AL,Baileyton,35019,256,34.260858,-86.608788,0.44495121903158796,-0.5471229407628527,141888.400209742+0i,329,MeanMedium,MedianLow,0,1,0,1,0,0
18,AL,Hokes Bluff,35903,256,34.023046,-85.80148100000001,-0.7481799829724406,-0.5635477385760146,19697.1774267899+0i,506,MeanLow,MedianLow,1,0,0,1,0,0
19,AL,Bay Minette,36507,251,30.894436,-87.791306,0.007284867731640245,-0.4396095216179546,112772.623533399+0i,3011,MeanMedium,MedianMedium,0,1,0,0,1,0
20,AL,Linden,36748,334,34.255481,-87.713399,-0.7857922473813893,-0.6077367858341352,0+24820.6879976986i,547,MeanLow,MedianLow,1,0,0,1,0,0
21,AL,Guin,35563,205,33.935411,-88.021778,-0.5646883173077902,-0.22277980998757646,0+61699.0861449408i,115,MeanMedium,MedianMedium,0,1,0,0,1,0
22,AL,Fayette,35555,205,33.651647,-87.928609,-0.7568872498633105,-0.6642724070729291,61814.8632256882+0i,101,MeanLow,MedianLow,1,0,0,1,0,0
23,AL,Mobile,36605,251,30.489492,-88.10594,-0.8435449720761489,-0.4805906976907641,0+39566.3126607443i,180,MeanLow,MedianMedium,1,0,0,0,1,0
24,AL,Berry,35546,205,33.666702,-87.609311,-0.6781950402322565,-0.6741073919860336,74776.4315801625+0i,603,MeanMedium,MedianLow,0,1,0,1,0,0
25,AL,Billingsley,36006,205,32.66522,-86.706673,0.44835285352291837,-0.6215753929242556,142306.254441491+0i,63,MeanMedium,MedianLow,0,1,0,1,0,0
26,AL,Birmingham,35203,205,33.527444,-86.799047,-0.2490563653191868,-0.5603771682184399,93195.0094440163+0i,960,MeanMedium,MedianLow,0,1,0,1,0,0
27,AL,Blountsville,35031,205,34.075728000000005,-86.58372800000001,0.2671618981103923,-0.45226693582976285,134268.913013006+0i,636,MeanMedium,MedianMedium,0,1,0,0,1,0
28,AL,Skipperville,36374,334,31.663515999999998,-85.50352600000001,-0.4324414452406404,2.2807398451811984,71762.3932510029+0i,39,MeanMedium,MedianHigh,0,1,0,0,0,1
29,AL,Boaz,35957,256,34.199020000000004,-86.155151,0.46143332890743494,-0.32504624603091953,132871.405268833+0i,2946,MeanMedium,MedianMedium,0,1,0,0,1,0
30,AL,Childersburg,35044,256,33.259370000000004,-86.327148,-1.3080547907769395,-1.0656168799049135,34632.842668399+0i,33,MeanLow,MedianLow,1,0,0,1,0,0
31,AL,Camden,36726,334,32.068375,-87.29434300000001,-1.8004965915192312,-1.3451741501782906,15730.312106556+0i,32,MeanLow,MedianLow,1,0,0,1,0,0
32,AL,Maylene,35114,205,33.219303000000004,-86.882522,-0.5791746429901911,-0.5083673807449682,72753.72271366+0i,386,MeanMedium,MedianMedium,0,1,0,0,1,0
33,AL,Brewton,36426,251,31.109175,-87.076583,0.08096201965378279,-0.48699400645214064,121191.235314796+0i,2126,MeanMedium,MedianMedium,0,1,0,0,1,0
34,AL,Brighton,35020,205,33.439229,-86.945385,-1.3742401571518021,-1.1099799976924696,35419.5061062448+0i,1071,MeanLow,MedianLow,1,0,0,1,0,0
35,AL,Walnut Grove,35990,205,34.109215999999996,-86.240993,-0.5633768017895026,-0.36143942029217974,70370.261715407+0i,206,MeanMedium,MedianMedium,0,1,0,0,1,0
36,AL,Mount Olive,35117,205,33.636965999999994,-86.89608,0.4150801637321421,-0.40769244668503524,137661.010347761+0i,504,MeanMedium,MedianMedium,0,1,0,0,1,0
37,AL,Gaylesville,35973,256,34.365728000000004,-85.532112,-0.9199267602540082,-0.8646275864531638,52587.0818675486+0i,92,MeanLow,MedianLow,1,0,0,1,0,0
38,AL,Mount Vernon,36560,251,31.016881,-88.026385,-1.0802342393006548,2.2807398451811984,33733.7532994277+0i,25,MeanLow,MedianHigh,1,0,0,0,0,1
39,AL,Calera,35040,205,33.122319,-86.745644,-2.151236272524662,-1.4493429284361785,0+0i,0,,,0,0,0,0,0,0
40,AL,Mount Vernon,36560,251,31.15447,-88.01046,-2.151236272524662,-1.4493429284361785,0+0i,0,,,0,0,0,0,0,0
41,AL,Camden,36726,334,31.998493,-87.28895,-0.6039090203008165,-0.5103070237872492,69934.6736642108+0i,876,MeanMedium,MedianMedium,0,1,0,0,1,0
42,AL,Carbon Hill,35549,205,33.894991,-87.52207800000001,-1.1309356331177813,-0.9997311845135852,53726.3991227189+0i,751,MeanLow,MedianLow,1,0,0,1,0,0
43,AL,Boaz,35956,256,34.114451,-86.124073,-0.7397855259098826,-0.6842905179580091,63771.1637713607+0i,858,MeanLow,MedianLow,1,0,0,1,0,0
44,AL,Andalusia,36420,334,31.23415,-86.521001,-0.8162740452003989,-0.6358616099472102,52847.7990779071+0i,122,MeanLow,MedianLow,1,0,0,1,0,0
45,AL,Castleberry,36432,251,31.299678000000004,-87.029129,-1.206845193460348,-1.1158859620840302,47452.8858843288+0i,285,MeanLow,MedianLow,1,0,0,1,0,0
46,AL,Cedar Bluff,35959,256,34.221422,-85.588565,-0.07499026356324479,-0.4733792043284372,108791.576804015+0i,872,MeanMedium,MedianMedium,0,1,0,0,1,0
47,AL,Centre,35960,256,34.155363,-85.668842,-0.46247798042216004,-0.5773739120568897,85736.775506573+0i,1545,MeanMedium,MedianLow,0,1,0,1,0,0
48,AL,Chatom,36518,251,31.469145,-88.24601899999999,0.59098470318219,-0.3151863938993243,144728.879851785+0i,407,MeanMedium,MedianMedium,0,1,0,0,1,0
49,AL,Cherokee,35616,256,34.7577,-87.96558900000001,-0.6520500154557585,-0.519769000422992,67963.0726603598+0i,381,MeanMedium,MedianLow,0,1,0,1,0,0
50,AL,Childersburg,35044,256,33.291877,-86.340599,0.03911327757927312,-0.4531248548676949,119256.598332818+0i,2181,MeanMedium,MedianMedium,0,1,0,0,1,0
51,AL,Wilmer,36587,251,30.927194,-88.2082,-0.6505846002245694,2.2807398451811984,62110.5988662215+0i,67,MeanMedium,MedianHigh,0,1,0,0,0,1
52,AL,Clanton,35045,205,32.841704,-86.623008,0.1593606412888175,-0.3020565025361911,111645.332786466+0i,3353,MeanMedium,MedianMedium,0,1,0,0,1,0
53,AL,Daleville,36322,334,31.236925,-85.721478,-0.7563237631648584,-0.6547233951724687,62797.8610548566+0i,203,MeanLow,MedianLow,1,0,0,1,0,0
54,AL,Cleveland,35049,205,34.002179,-86.561352,-0.3304448113687329,-0.5564854485246323,86443.7138702286+0i,428,MeanMedium,MedianLow,0,1,0,1,0,0
55,AL,Vance,35490,205,33.169901,-87.349887,-0.03628002413580276,-0.3465936908531826,95522.6208373837+0i,570,MeanMedium,MedianMedium,0,1,0,0,1,0
56,AL,Geneva,36340,334,31.165836,-85.910898,-0.519282604293943,-0.5081560093877966,72830.4815371897+0i,114,MeanMedium,MedianMedium,0,1,0,0,1,0
57,AL,Coker,35452,205,33.243752,-87.681329,0.28840770710698954,-0.24358123825511602,117859.357671723+0i,295,MeanMedium,MedianMedium,0,1,0,0,1,0
58,AL,Collinsville,35961,256,34.262192999999996,-85.867868,-0.8758659313040087,-0.65857781403854,57480.0246370893+0i,553,MeanLow,MedianLow,1,0,0,1,0,0
59,AL,Columbia,36319,334,31.295351,-85.110202,-0.6789666061237871,-0.6019054230980466,68407.0014492679+0i,297,MeanMedium,MedianLow,0,1,0,1,0,0
60,AL,Bessemer,35023,205,33.461985999999996,-87.040435,0.302981232669177,-0.26105045924489073,118119.852819469+0i,867,MeanMedium,MedianMedium,0,1,0,0,1,0
61,AL,Cordova,35550,205,33.761292,-87.201099,-1.0518060312573798,-0.9669437569334886,55158.6003340697+0i,872,MeanLow,MedianLow,1,0,0,1,0,0
62,AL,Cottonwood,36320,334,31.054033,-85.29956,-0.2239926513850299,-0.524854346604357,104718.820520826+0i,549,MeanMedium,MedianLow,0,1,0,1,0,0
63,AL,Morris,35116,205,33.820895,-86.71973,0.07252214057084574,-0.0664644745545176,96783.6101712705+0i,28,MeanMedium,MedianMedium,0,1,0,0,1,0
64,AL,Dothan,36301,334,31.206248,-85.30976899999999,-0.5063827976435669,-0.5218702803854631,72191.4837151614+0i,753,MeanMedium,MedianLow,0,1,0,1,0,0
65,AL,Crossville,35962,256,34.285486,-85.998756,-0.07268277697124914,-0.39540804075058866,106969.641421648+0i,742,MeanMedium,MedianMedium,0,1,0,0,1,0
66,AL,Cullman,35055,256,34.179337,-86.840793,0.30213792408034224,-0.3477624501222494,129104.844667089+0i,6120,MeanMedium,MedianMedium,0,1,0,0,1,0
67,AL,Millry,36558,251,31.713061,-88.291774,-0.602995227200715,2.2807398451811984,55477.8810079035+0i,10,MeanMedium,MedianHigh,0,1,0,0,0,1
68,AL,Dadeville,36853,256,32.826114000000004,-85.776201,-0.567315825430283,-0.43963438883644534,63249.0125611591+0i,1207,MeanMedium,MedianMedium,0,1,0,0,1,0
69,AL,Daphne,36526,251,30.625545000000002,-87.895979,0.8557926350159522,0.004780106421574301,144080.849739567+0i,8922,MeanMedium,MedianMedium,0,1,0,0,1,0
70,AL,Wadley,36276,256,33.056839000000004,-85.63432900000001,-0.1205197070301446,-0.06183917191523205,73111.0227721289+0i,105,MeanMedium,MedianMedium,0,1,0,0,1,0
71,AL,Deatsville,36022,334,32.588972,-86.388984,0.38337300619346426,-0.13177822392055785,112570.056839575+0i,389,MeanMedium,MedianMedium,0,1,0,0,1,0
72,AL,Decatur,35601,256,34.573321,-86.992135,0.3252808540490192,-0.29179877490874334,124622.836024614+0i,22294,MeanMedium,MedianMedium,0,1,0,0,1,0
73,AL,Heflin,36264,256,33.440523999999996,-85.675905,-0.39895893883749306,2.2807398451811984,72079.4529327647+0i,145,MeanMedium,MedianHigh,0,1,0,0,0,1
74,AL,Sulligent,35586,205,34.027378999999996,-88.167831,-1.0794469016214643,-0.7861217776777635,46148.9084051339+0i,101,MeanLow,MedianLow,1,0,0,1,0,0
75,AL,Dora,35062,205,33.729703,-87.083874,0.2853632313040708,-0.20741186896027286,119922.100757733+0i,812,MeanMedium,MedianMedium,0,1,0,0,1,0
76,AL,Dothan,36303,334,31.233697999999997,-85.406823,-2.151236272524662,-1.4493429284361785,0+0i,0,,,0,0,0,0,0,0
77,AL,Double Springs,35553,205,34.151340000000005,-87.403488,0.6077473559788609,-0.6020048919720098,155176.183521553+0i,372,MeanMedium,MedianLow,0,1,0,1,0,0
78,AL,Andalusia,36421,334,31.505407,-86.369235,-1.391293684084391,-1.0887558267105866,33046.1593726034+0i,122,MeanLow,MedianLow,1,0,0,1,0,0
79,AL,Dutton,35744,256,34.606152,-85.91185,0.26931304206681633,-0.22056662754189682,114905.785573172+0i,107,MeanMedium,MedianMedium,0,1,0,0,1,0
80,AL,Cullman,35055,256,34.191023,-86.791785,-0.27711312271735666,2.2807398451811984,74135.0428056144+0i,64,MeanMedium,MedianHigh,0,1,0,0,0,1
81,AL,Birmingham,35224,205,33.530099,-86.95279000000001,-1.4678367962188625,-1.1030171765150505,25552.3713321909+0i,326,MeanLow,MedianLow,1,0,0,1,0,0
82,AL,Attalla,35954,256,34.075931,-86.165051,-0.5274248971341186,-0.5045626963158785,64109.8903152091+0i,383,MeanMedium,MedianMedium,0,1,0,0,1,0
83,AL,Elberta,36530,251,30.373689000000002,-87.595778,-0.31552762436516657,-0.520564751414697,93618.1117403668+0i,655,MeanMedium,MedianLow,0,1,0,1,0,0
84,AL,Elkmont,35620,256,34.932604,-86.97697099999999,-0.008687976858512986,-0.5247424441211485,109841.478890745+0i,182,MeanMedium,MedianLow,0,1,0,1,0,0
85,AL,Livingston,35470,205,32.728678,-88.316486,-1.105129423689934,2.2807398451811984,39617.9823159917+0i,20,MeanLow,MedianHigh,1,0,0,0,0,1
86,AL,Enterprise,36330,334,31.326912,-85.844077,0.4381547336109033,-0.18949503803766407,125167.566025126+0i,10108,MeanMedium,MedianMedium,0,1,0,0,1,0
87,AL,Livingston,35470,205,32.691249,-88.126852,-0.8686652615515281,-0.8282841466288852,60368.8062896141+0i,64,MeanLow,MedianLow,1,0,0,1,0,0
88,AL,Eufaula,36027,334,31.910040999999996,-85.152556,-0.2543719382525315,-0.4801430877579301,96202.0847459485+0i,4962,MeanMedium,MedianMedium,0,1,0,0,1,0
89,AL,Eutaw,35462,205,32.846247,-87.90033199999999,-0.9395471096067723,-0.8705459844539701,61858.3183012888+0i,1067,MeanLow,MedianLow,1,0,0,1,0,0
90,AL,Evergreen,36401,334,31.442718,-86.95990400000001,-0.8120206446790953,-0.7422808714785138,70932.6288637487+0i,1492,MeanLow,MedianLow,1,0,0,1,0,0
91,AL,Fairfield,35064,205,33.474705,-86.91934,-0.17745093946562754,-0.48642206042685265,102165.295185211+0i,4198,MeanMedium,MedianMedium,0,1,0,0,1,0
92,AL,Fairhope,36532,251,30.52092,-87.879122,1.3876084426433641,0.4438978841410573,168750.266764257+0i,6551,MeanMedium,MedianMedium,0,1,0,0,1,0
93,AL,Falkville,35622,256,34.377019,-86.909547,-0.5997467181899798,-0.7059125644357445,72519.9589432156+0i,352,MeanMedium,MedianLow,0,1,0,1,0,0
94,AL,Fayette,35555,205,33.694215,-87.83116899999999,-0.5133833014818336,-0.657782063046835,89354.2039049181+0i,1884,MeanMedium,MedianLow,0,1,0,1,0,0
95,AL,Union Springs,36089,334,32.210373,-85.873699,-0.7292231297368237,-0.541726754350353,58262.0376575954+0i,33,MeanLow,MedianLow,1,0,0,1,0,0
96,AL,Flomaton,36441,251,31.014815999999996,-87.256016,-1.0087460167182767,-0.8666791319786534,54651.630941427+0i,621,MeanLow,MedianLow,1,0,0,1,0,0
97,AL,Florence,35630,256,34.830323,-87.666139,-0.0010574349955631013,-0.47080544721464124,112411.941507418+0i,17568,MeanMedium,MedianMedium,0,1,0,0,1,0
98,AL,Birmingham,35214,205,33.573679999999996,-86.900139,0.035595034654076804,-0.3295223453592604,103428.821347887+0i,3702,MeanMedium,MedianMedium,0,1,0,0,1,0
99,AL,Fort Deposit,36032,334,31.986261,-86.56635899999999,-0.3061859149955768,-0.6215007912687832,105150.212816442+0i,524,MeanMedium,MedianLow,0,1,0,1,0,0
100,AL,Ft Rucker,36362,334,31.342576,-85.716072,-0.10320727080505684,-0.39090707420375703,91939.2713417939+0i,1230,MeanMedium,MedianMedium,0,1,0,0,1,0
101,AL,Five Points,36855,334,32.967905,-85.296657,1.2370625988783048,2.2807398451811984,160274.874422922+0i,132,MeanMedium,MedianHigh,0,1,0,0,0,1
102,AL,Fruitdale,36539,251,31.349790000000002,-88.410937,-0.7857731502811903,-0.6308757326398082,50114.0564484668+0i,45,MeanLow,MedianLow,1,0,0,1,0,0
103,AL,Grove Hill,36451,334,31.790989,-87.744212,-0.8968440247454118,-0.7569525303880755,54582.0628917472+0i,81,MeanLow,MedianLow,1,0,0,1,0,0
104,AL,Rainsville,35986,256,34.449615,-85.904969,0.3511238758649471,-0.3752282929453186,130537.79593347+0i,477,MeanMedium,MedianMedium,0,1,0,0,1,0
105,AL,Boligee,35443,205,32.814934,-88.160791,-1.393643604161382,-1.2605883064818937,39605.2200162666+0i,52,MeanLow,MedianLow,1,0,0,1,0,0
106,AL,Andalusia,36421,334,31.410740000000004,-86.483524,-0.489015331116993,-0.19439388008034822,0+58280.3656522253i,76,MeanMedium,MedianMedium,0,1,0,0,1,0
107,AL,Garden City,35070,256,34.019436999999996,-86.750564,-0.7161862626603613,-0.7410375105539748,67109.4043214529+0i,168,MeanMedium,MedianLow,0,1,0,1,0,0
108,AL,Gaylesville,35973,256,34.268103,-85.558468,-0.9527588137658558,-0.8219181386952449,53694.067834123+0i,86,MeanLow,MedianLow,1,0,0,1,0,0
109,AL,Geneva,36340,334,31.044885999999998,-85.876818,-0.17628181304361012,-0.47020863397086243,101352.803247565+0i,1615,MeanMedium,MedianMedium,0,1,0,0,1,0
110,AL,Geraldine,35974,256,34.359087,-86.002579,0.11242279676686201,-0.3995111318015678,115811.39895255+0i,321,MeanMedium,MedianMedium,0,1,0,0,1,0
111,AL,Fayette,35555,205,33.892108,-87.732682,-1.0041305237610407,-0.7003423074938092,0+12487.8957490567i,208,MeanLow,MedianLow,1,0,0,1,0,0
112,AL,Glencoe,35905,256,33.939389,-85.934313,-2.151236272524662,-1.4493429284361785,0+0i,0,,,0,0,0,0,0,0
113,AL,Goshen,36035,334,31.671265999999996,-86.173687,0.8403218247696495,-0.29013267126986086,159667.834674163+0i,94,MeanMedium,MedianMedium,0,1,0,0,1,0
114,AL,Cullman,35057,256,34.109835,-86.865195,-0.12930683714599725,-0.40197298643215523,97166.470576355+0i,794,MeanMedium,MedianMedium,0,1,0,0,1,0
115,AL,Gordo,35466,205,33.322286,-87.903681,-0.1248234723654508,-0.5660344604250929,108848.336601747+0i,650,MeanMedium,MedianLow,0,1,0,1,0,0
116,AL,Hayneville,36040,334,32.159178999999995,-86.704235,-0.2657782879560362,-0.8310195406628713,115561.540744873+0i,134,MeanMedium,MedianLow,0,1,0,1,0,0
117,AL,Ranburne,36273,256,33.455191,-85.32308499999999,-0.9439601716999357,-0.6534054325924572,45747.6090994038+0i,97,MeanLow,MedianLow,1,0,0,1,0,0
118,AL,Grant,35747,256,34.518173,-86.26043,0.3723307187645665,-0.2616845733164057,119859.858850966+0i,334,MeanMedium,MedianMedium,0,1,0,0,1,0
119,AL,Graysville,35073,205,33.658258000000004,-86.96732,-0.479996049741721,-0.5457179429181236,73735.0308663859+0i,822,MeanMedium,MedianLow,0,1,0,1,0,0
120,AL,Greenville,36037,334,31.843071999999996,-86.636951,-0.24516855399337562,-0.5609366806344824,100719.932907463+0i,3114,MeanMedium,MedianLow,0,1,0,1,0,0
121,AL,Grove Hill,36451,334,31.702294000000002,-87.773845,0.8033017163030916,-0.21284535620050885,155673.692739716+0i,686,MeanMedium,MedianMedium,0,1,0,0,1,0
122,AL,Citronelle,36522,251,30.991106,-88.242231,-0.47744376732633453,2.2807398451811984,64345.0461598348+0i,68,MeanMedium,MedianHigh,0,1,0,0,0,1
123,AL,Guntersville,35976,256,34.367946999999994,-86.252323,0.6714137784481604,-0.11617404431759183,141678.132872421+0i,3196,MeanMedium,MedianMedium,0,1,0,0,1,0
124,AL,Guin,35563,205,33.944319,-87.870368,-2.151236272524662,-1.4493429284361785,0+0i,0,,,0,0,0,0,0,0
125,AL,Hackleburg,35564,205,34.269355,-87.830402,-0.745025431328112,-0.7402044587345336,55244.8964684982+0i,609,MeanLow,MedianLow,1,0,0,1,0,0
126,AL,Columbia,36319,334,31.409976,-85.138068,-0.11982443647048606,-0.36632582872561853,93208.5167241793+0i,42,MeanMedium,MedianMedium,0,1,0,0,1,0
127,AL,Haleyville,35565,334,34.233832,-87.617574,-0.275762358450973,-0.5998165767448209,100871.404965309+0i,1666,MeanMedium,MedianLow,0,1,0,1,0,0
128,AL,Valley Head,35989,256,34.566264000000004,-85.640252,1.1181146377176365,0.16240097082539925,163252.018226509+0i,201,MeanMedium,MedianMedium,0,1,0,0,1,0
129,AL,Vincent,35178,205,33.317725,-86.428431,0.11724407524764414,-0.3363483968349802,113558.21859743+0i,611,MeanMedium,MedianMedium,0,1,0,0,1,0
130,AL,Hartselle,35640,256,34.440434,-86.940364,0.3637069038848639,-0.29433523119480315,123340.121201904+0i,5376,MeanMedium,MedianMedium,0,1,0,0,1,0
131,AL,Town Creek,35672,256,34.560671,-87.41383499999999,-0.603944871665871,2.2807398451811984,61297.420640724+0i,75,MeanMedium,MedianHigh,0,1,0,0,0,1
132,AL,Hayneville,36040,334,32.182595,-86.578588,0.7123355457173425,-0.42105857662383084,161109.976844144+0i,394,MeanMedium,MedianMedium,0,1,0,0,1,0
133,AL,Headland,36345,334,31.354974,-85.357031,-0.2324582404570468,-0.4020351544783822,87187.3156508999+0i,1768,MeanMedium,MedianMedium,0,1,0,0,1,0
134,AL,Heflin,36264,256,33.6474,-85.569339,-0.5932548034288689,-0.47631353611034954,43559.365362029+0i,1402,MeanMedium,MedianMedium,0,1,0,0,1,0
135,AL,Helena,35080,205,33.285635,-86.874488,0.4900025825018891,-0.18198513805344774,121281.618253465+0i,5314,MeanMedium,MedianMedium,0,1,0,0,1,0
136,AL,Oneonta,35121,205,33.894586,-86.42255300000001,0.9281435276682185,0.06786823973268953,148963.865495809+0i,178,MeanMedium,MedianMedium,0,1,0,0,1,0
137,AL,Trinity,35673,256,34.642586,-87.178489,-0.3084074086820722,-0.6746171699650947,97567.0019258657+0i,247,MeanMedium,MedianLow,0,1,0,1,0,0
138,AL,Chatom,36518,251,31.488725,-88.15092800000001,-1.30664530559077,2.2807398451811984,27062.9326923023+0i,68,MeanLow,MedianHigh,1,0,0,0,0,1
139,AL,Hackleburg,35564,205,34.334246,-87.92316,-0.22740619698710157,-0.5944701247693026,105779.924074818+0i,143,MeanMedium,MedianLow,0,1,0,1,0,0
140,AL,Sylacauga,35150,256,33.121757,-86.12696700000001,-1.2365660912859586,-0.8929513483141651,38854.0103007317+0i,253,MeanLow,MedianLow,1,0,0,1,0,0
141,AL,Holly Pond,35083,256,34.167187,-86.611799,-0.43454638186845557,-0.5490004157589068,75101.3632966424+0i,391,MeanMedium,MedianLow,0,1,0,1,0,0
142,AL,Holt,35404,205,33.229745,-87.48289399999999,-0.5949267016049427,-0.7386502575788596,82341.0102101712+0i,1152,MeanMedium,MedianLow,0,1,0,1,0,0
143,AL,Homewood,35209,205,33.45855,-86.80965,1.3634451528340827,0.44338810616199625,167865.592914727+0i,9322,MeanMedium,MedianMedium,0,1,0,0,1,0
144,AL,Hoover,35244,205,33.376948999999996,-86.80557900000001,1.8260141606637168,0.865720511400201,182286.4751977+0i,9918,MeanMedium,MedianMedium,0,1,0,0,1,0
145,AL,Hueytown,35023,205,33.408484,-87.01658,-0.018449396245786176,-0.43676222510075996,105933.004091336+0i,5940,MeanMedium,MedianMedium,0,1,0,0,1,0
146,AL,Huntsville,35806,256,34.699013,-86.67298000000001,0.7880057250929778,0.0546886139325748,142391.080823714+0i,473,MeanMedium,MedianMedium,0,1,0,0,1,0
147,AL,Phenix City,36868,334,32.24009,-85.41467,-0.535173239183881,-0.44762919958123193,81916.1993688183+0i,207,MeanMedium,MedianMedium,0,1,0,0,1,0
148,AL,Ider,35981,256,34.702161,-85.669042,-0.0042368790969506695,-0.6152466858183514,118056.863568542+0i,330,MeanMedium,MedianLow,0,1,0,1,0,0
149,AL,Irondale,35210,205,33.539846999999995,-86.660539,0.552103144307886,-0.26628500873720046,134957.625852717+0i,5369,MeanMedium,MedianMedium,0,1,0,0,1,0
150,AL,Jackson,36545,251,31.532321000000003,-87.891183,0.20775127158464193,-0.26459403787982727,120720.345437723+0i,1829,MeanMedium,MedianMedium,0,1,0,0,1,0
151,AL,Jacksonville,36265,256,33.809108,-85.753918,0.2129131414182007,-0.2965484136404828,117434.324422475+0i,4210,MeanMedium,MedianMedium,0,1,0,0,1,0
152,AL,Jemison,35085,205,32.970705,-86.73307,-0.6897604490541018,-0.49246479452011277,26986.6779344834+0i,926,MeanMedium,MedianMedium,0,1,0,0,1,0
153,AL,Arab,35016,256,34.29955,-86.54994599999999,-1.2656723386869995,2.2807398451811984,31612.8791986983+0i,55,MeanLow,MedianHigh,1,0,0,0,0,1
154,AL,Alexander City,35010,256,32.979188,-86.03460799999999,0.1637927988789143,-0.4350215198064052,129320.636340445+0i,83,MeanMedium,MedianMedium,0,1,0,0,1,0
155,AL,Killen,35645,256,34.860954,-87.52934599999999,0.027125872475237036,-0.33710684699894905,97647.1038337779+0i,439,MeanMedium,MedianMedium,0,1,0,0,1,0
156,AL,Dothan,36303,334,31.292599,-85.335363,-0.2400941105555073,-0.5895961499451092,98583.6423692042+0i,824,MeanMedium,MedianLow,0,1,0,1,0,0
157,AL,Phenix City,36868,334,32.460640999999995,-85.096535,-1.0274620287117797,-0.8535368070062749,49162.5336599108+0i,1184,MeanLow,MedianLow,1,0,0,1,0,0
158,AL,Fyffe,35971,256,34.391628999999995,-85.97570400000001,-0.47600549294554173,-0.4148417720011352,66762.2027760863+0i,37,MeanMedium,MedianMedium,0,1,0,0,1,0
159,AL,Lanett,36863,334,32.857768,-85.207761,0.04623308277746664,-0.5154421044055958,119945.8818327+0i,2530,MeanMedium,MedianMedium,0,1,0,0,1,0
160,AL,Leeds,35094,205,33.546851000000004,-86.57178,0.21788683347290497,-0.2973441646321878,115312.57011726+0i,3736,MeanMedium,MedianMedium,0,1,0,0,1,0
161,AL,Leeds,35094,205,33.546851000000004,-86.57178,-1.2414408848958742,2.2807398451811984,31212.739184335+0i,35,MeanLow,MedianHigh,1,0,0,0,0,1
162,AL,Leighton,35646,256,34.698625,-87.529116,-0.8834798353595609,-0.8665796631046903,57874.3150118708+0i,394,MeanLow,MedianLow,1,0,0,1,0,0
163,AL,Lester,35647,256,34.982751,-87.155535,0.6431206896453412,2.2807398451811984,142209.077824148+0i,49,MeanMedium,MedianHigh,0,1,0,0,0,1
