,State_ab,City,Zip_Code,Area_Code,Lat,Lon,Mean,Median,Stdev,Households,Mean-Binned,Median-Binned,MeanLow,MeanMedium,MeanHigh,MedianLow,MedianMedium,MedianHigh
9499,NY,Greenport,11944,631,41.092177,-72.341328,-0.33761461891155575,1.6590593829116356,0+103027.339304044i,3,MeanMedium,MedianHigh,0,1,0,0,0,1
9500,NY,Dexter,13634,315,44.011179,-76.042982,0.05481878185437934,-0.31766068213915716,106180.443596005+0i,513,MeanMedium,MedianMedium,0,1,0,0,1,0
9501,NY,Dobbs Ferry,10522,914,41.009994,-73.86861800000001,2.472420846158888,1.4483097062022536,208393.335381729+0i,3685,MeanHigh,MedianHigh,0,0,1,0,0,1
9502,NY,Dolgeville,13329,315,43.106696,-74.779978,-0.4030341859671258,-0.546812100531718,82130.6229092189+0i,891,MeanMedium,MedianLow,0,1,0,1,0,0
9503,NY,Downsville,13755,607,42.081425,-74.996796,-0.7307968840780568,-0.5295418172898695,67713.9985851312+0i,255,MeanLow,MedianLow,1,0,0,1,0,0
9504,NY,Dryden,13053,607,42.490829999999995,-76.301387,0.5696479992148249,-0.18894795923086685,133283.531848403+0i,884,MeanMedium,MedianMedium,0,1,0,0,1,0
9505,NY,Delanson,12053,518,42.763422999999996,-74.133129,0.17219377050061097,1.6590593829116356,86118.5187030865+0i,100,MeanMedium,MedianHigh,0,1,0,0,0,1
9506,NY,Dunkirk,14048,716,42.480551,-79.332898,-0.3661316646656159,-0.5180158615193918,89020.9915442105+0i,5351,MeanMedium,MedianLow,0,1,0,1,0,0
9507,NY,Sherburne,13460,607,42.740085,-75.543595,-0.6922431027466116,-0.5905784050754952,61976.5887556879+0i,128,MeanMedium,MedianLow,0,1,0,1,0,0
9508,NY,Long Beach,11561,516,40.585582,-73.712204,2.537585654096153,1.3653402317077579,207954.378609327+0i,877,MeanHigh,MedianHigh,0,0,1,0,0,1
9509,NY,Avon,14414,585,42.912785,-77.707306,-0.658957476042521,2.2807398451811984,63482.7895376248+0i,286,MeanMedium,MedianHigh,0,1,0,0,0,1
9510,NY,Farmingdale,11735,516,40.729308,-73.41420500000001,1.348525510966116,0.3668219404288769,164190.005600363+0i,1902,MeanMedium,MedianMedium,0,1,0,0,1,0
9511,NY,East Greenbush,12061,518,42.592596,-73.70235799999999,1.3426208392307675,0.38098382135937753,162851.486733031+0i,1848,MeanMedium,MedianMedium,0,1,0,0,1,0
9512,NY,East Hampton,11937,631,40.972518,-72.188771,1.5149233280934937,0.6945470129188996,169536.304171306+0i,1657,MeanMedium,MedianMedium,0,1,0,0,1,0
9513,NY,East Islip,11730,631,40.72767,-73.18664799999999,2.114316994168426,1.1158598621989824,194627.357548066+0i,4377,MeanMedium,MedianMedium,0,1,0,0,1,0
9514,NY,Kingston,12401,845,41.950860999999996,-73.97459599999999,-0.6531161543898293,-0.5120352954723586,59348.4384850615+0i,120,MeanMedium,MedianMedium,0,1,0,0,1,0
9515,NY,Massapequa,11758,516,40.675844,-73.436615,1.852292385213407,0.8913213128364617,185486.193393715+0i,6516,MeanMedium,MedianMedium,0,1,0,0,1,0
9516,NY,East Moriches,11940,631,40.809637,-72.75974000000001,1.5019333312001184,0.5704098582129133,168792.40618008+0i,1911,MeanMedium,MedianMedium,0,1,0,0,1,0
9517,NY,East Northport,11731,631,40.879155,-73.323231,1.6179600910196454,0.6633262201037221,174921.873391769+0i,7034,MeanMedium,MedianMedium,0,1,0,0,1,0
9518,NY,Patchogue,11772,631,40.770031,-72.98177199999999,1.065522907239608,0.182953726908031,153336.858182985+0i,8379,MeanMedium,MedianMedium,0,1,0,0,1,0
9519,NY,East Quogue,11942,631,40.849267,-72.578898,1.4665997390931345,0.5121708325075006,166708.057712068+0i,1721,MeanMedium,MedianMedium,0,1,0,0,1,0
9520,NY,East Rochester,14445,585,43.11221,-77.487176,-0.24560578476777328,-0.5108416689848011,93139.5862057131+0i,2874,MeanMedium,MedianMedium,0,1,0,0,1,0
9521,NY,Shoreham,11786,631,40.945941,-72.881173,1.6962542871408863,0.676157704844966,174445.968510077+0i,1999,MeanMedium,MedianMedium,0,1,0,0,1,0
9522,NY,East Williston,11596,516,40.76085,-73.633607,2.946611492819384,1.760355997433838,226514.441107734+0i,822,MeanHigh,MedianHigh,0,0,1,0,0,1
9523,NY,Eden,14057,716,42.652344,-78.9013,0.2771012280539937,-0.16468998759310852,109569.710407354+0i,1264,MeanMedium,MedianMedium,0,1,0,0,1,0
9524,NY,Russell,13684,315,44.320129,-75.24920999999999,-0.4958959407627635,-0.6221100381218074,89136.5775707785+0i,151,MeanMedium,MedianLow,0,1,0,1,0,0
9525,NY,Elba,14058,585,43.076803999999996,-78.188908,-0.10783245350633719,-0.4244405183385772,90619.4480258025+0i,254,MeanMedium,MedianMedium,0,1,0,0,1,0
9526,NY,Elizabethtown,12932,518,44.226217999999996,-73.58892,-0.414283233566509,-0.4450678760766813,73774.492913437+0i,305,MeanMedium,MedianMedium,0,1,0,0,1,0
9527,NY,Ellicottville,14731,716,42.274852,-78.672283,1.0510834013669166,0.2391039062602179,155125.451101913+0i,162,MeanMedium,MedianMedium,0,1,0,0,1,0
9528,NY,Elma,14059,716,42.828198,-78.634291,0.9196835717808521,0.17614010904155658,139218.220425346+0i,1078,MeanMedium,MedianMedium,0,1,0,0,1,0
9529,NY,Elmira Heights,14903,607,42.12669,-76.82556600000001,-0.4388011416110021,-0.5247424441211485,79701.8017258779+0i,1653,MeanMedium,MedianLow,0,1,0,1,0,0
9530,NY,Elmsford,10523,914,41.054128999999996,-73.814401,1.1334272859583712,0.16896591650696582,153438.997768478+0i,1541,MeanMedium,MedianMedium,0,1,0,0,1,0
9531,NY,Endicott,13760,607,42.097489,-76.063376,-0.33278421660458063,-0.5255879295498351,90389.2638320711+0i,5772,MeanMedium,MedianLow,0,1,0,1,0,0
9532,NY,Van Etten,14889,607,42.184077,-76.6717,-0.9083016736034815,-0.6942498389635675,51818.5267768132+0i,182,MeanLow,MedianLow,1,0,0,1,0,0
9533,NY,Evans Mills,13637,315,44.086978,-75.807761,0.1908103624618588,-0.376098645592496,119769.038251067+0i,201,MeanMedium,MedianMedium,0,1,0,0,1,0
9534,NY,Red Creek,13143,315,43.323178000000006,-76.704679,0.4357418798779686,-0.20286116797645967,126550.913433384+0i,318,MeanMedium,MedianMedium,0,1,0,0,1,0
9535,NY,Fairport,14450,585,43.099465,-77.443069,0.5226459098217255,1.9490981857788774,119476.412206802+0i,2544,MeanMedium,MedianHigh,0,1,0,0,0,1
9536,NY,White Plains,10607,914,41.04419,-73.795952,0.735885077138423,0.11878386959256672,137879.622225449+0i,980,MeanMedium,MedianMedium,0,1,0,0,1,0
9537,NY,Farmingdale,11735,516,40.732762,-73.446471,1.101446849332389,0.1852166437906922,153146.503160883+0i,3359,MeanMedium,MedianMedium,0,1,0,0,1,0
9538,NY,Angola,14006,716,42.595064,-79.080859,-0.23866987807837428,-0.3927969828090565,83087.3133714883+0i,148,MeanMedium,MedianMedium,0,1,0,0,1,0
9539,NY,Black River,13612,315,44.018932,-75.758227,-1.0709416125135984,-0.7480873669961117,43307.639604424+0i,104,MeanLow,MedianLow,1,0,0,1,0,0
9540,NY,Islip,11751,631,40.637142,-73.203324,1.238345566693158,0.5160376849828173,150748.445230243+0i,102,MeanMedium,MedianMedium,0,1,0,0,1,0
9541,NY,Fishers Island,6390,631,41.273581,-71.969016,2.332267880977338,2.2807398451811984,198700.002682761+0i,134,MeanHigh,MedianHigh,0,0,1,0,0,1
9542,NY,Fishkill,12524,845,41.533941999999996,-73.89275400000001,0.4401395731402296,-0.17988385809097662,125899.622628694+0i,993,MeanMedium,MedianMedium,0,1,0,0,1,0
9543,NY,Margaretville,12455,845,42.154925,-74.534827,-0.7874631181795615,-0.5682227756522817,57478.2998255707+0i,130,MeanLow,MedianLow,1,0,0,1,0,0
9544,NY,Florida,10921,845,41.330641,-74.354202,0.9980901260550444,0.08730197098323607,146302.540119614+0i,1024,MeanMedium,MedianMedium,0,1,0,0,1,0
9545,NY,Fonda,12068,518,42.953384,-74.372869,0.2663394191034927,-0.2952801854974529,119705.841582786+0i,301,MeanMedium,MedianMedium,0,1,0,0,1,0
9546,NY,Forestville,14062,716,42.468463,-79.17554399999999,-0.6608159621233768,-0.5496345298304218,59256.8179589266+0i,234,MeanMedium,MedianLow,0,1,0,1,0,0
9547,NY,Fort Covington,12937,518,44.971778,-74.507574,0.049370035974334044,-0.3722069258986886,109184.324069571+0i,559,MeanMedium,MedianMedium,0,1,0,0,1,0
9548,NY,Fort Edward,12828,518,43.268618,-73.582617,-0.20353332868458357,-0.4510235749052237,94640.3200945709+0i,1378,MeanMedium,MedianMedium,0,1,0,0,1,0
9549,NY,Highland Falls,10928,845,41.342865,-73.98718000000001,1.6011653112006585,0.1652980017795754,179025.904956604+0i,567,MeanMedium,MedianMedium,0,1,0,0,1,0
9550,NY,Northport,11768,631,40.903614000000005,-73.302468,2.9159651741238246,1.7821769816594997,226613.323789576+0i,3316,MeanHigh,MedianHigh,0,0,1,0,0,1
9551,NY,Frankfort,13340,315,43.037753,-75.07158199999999,-0.21764740092115176,-0.46494921726006194,93692.9647372482+0i,1020,MeanMedium,MedianMedium,0,1,0,0,1,0
9552,NY,Franklin Square,11010,516,40.700179999999996,-73.677487,1.483949387767818,0.5203148465632319,166938.627570477+0i,9667,MeanMedium,MedianMedium,0,1,0,0,1,0
9553,NY,Fredonia,14063,716,42.440673,-79.33198900000001,0.3816202289073605,-0.27584645424690635,125649.964745802+0i,3812,MeanMedium,MedianMedium,0,1,0,0,1,0
9554,NY,Freeport,11520,516,40.652407000000004,-73.58499300000001,1.228766735009496,0.32704682445287026,159311.952572526+0i,13347,MeanMedium,MedianMedium,0,1,0,0,1,0
9555,NY,Frewsburg,14738,716,42.056055,-79.133687,-0.14518380184946011,-0.3958929515111589,92406.0786099145+0i,944,MeanMedium,MedianMedium,0,1,0,0,1,0
9556,NY,Fulton,13069,315,43.319714000000005,-76.415903,-0.2085204706584303,-0.46105749756625447,94127.783168126+0i,4485,MeanMedium,MedianMedium,0,1,0,0,1,0
9557,NY,Gainesville,14066,585,42.641494,-78.134659,-0.5390675590234696,-0.556124873856516,69056.610111629+0i,92,MeanMedium,MedianLow,0,1,0,1,0,0
9558,NY,Galway,12074,518,43.018516,-74.031838,-0.14116213424283366,-0.4139092513077308,89803.4793309667+0i,108,MeanMedium,MedianMedium,0,1,0,0,1,0
9559,NY,Garden City,11530,516,40.725756,-73.645398,2.8268618475106844,1.6054829606732446,220340.22867519+0i,7344,MeanHigh,MedianHigh,0,0,1,0,0,1
9560,NY,Franklin Square,11010,516,40.712115000000004,-73.660449,2.3458196075471673,1.4237284607241152,205336.274410801+0i,1336,MeanHigh,MedianHigh,0,0,1,0,0,1
9561,NY,Newburgh,12550,845,41.539574,-74.057223,0.9325188584309774,-0.03999332047107961,145886.470352584+0i,1710,MeanMedium,MedianMedium,0,1,0,0,1,0
9562,NY,Rochester,14624,585,43.153372999999995,-77.70437199999999,0.6664405622788852,-0.2664963800943721,142865.075914632+0i,2040,MeanMedium,MedianMedium,0,1,0,0,1,0
9563,NY,Geneva,14456,315,42.863488000000004,-76.982722,0.02839507564207898,-0.3889425639429852,108554.293813139+0i,4694,MeanMedium,MedianMedium,0,1,0,0,1,0
9564,NY,Germantown,12526,518,42.135945,-73.888021,0.5229747670208473,-0.03351541005423077,121956.66019565+0i,337,MeanMedium,MedianMedium,0,1,0,0,1,0
9565,NY,Gilbertsville,13776,607,42.46933,-75.322609,0.9750431705664102,0.0030394011272195246,154614.531760643+0i,155,MeanMedium,MedianMedium,0,1,0,0,1,0
9566,NY,Saugerties,12477,845,42.045563,-73.950026,0.4371700653207405,-0.20513651846836628,126056.704923357+0i,898,MeanMedium,MedianMedium,0,1,0,0,1,0
9567,NY,Glen Cove,11542,516,40.883261,-73.64487,1.7783025541286586,0.9156290189112015,184929.820057871+0i,9513,MeanMedium,MedianMedium,0,1,0,0,1,0
9568,NY,Brownville,13615,315,44.00307,-75.958398,0.09903314799104854,-0.36812870206620024,109077.514323783+0i,202,MeanMedium,MedianMedium,0,1,0,0,1,0
9569,NY,Queensbury,12804,518,43.332542,-73.67972900000001,0.7040942428591349,-0.13433954742510845,138486.076064904+0i,3608,MeanMedium,MedianMedium,0,1,0,0,1,0
9570,NY,Gloversville,12078,518,43.049244,-74.345815,-0.18694272651168437,-0.47646273942129425,99555.8390418454+0i,6167,MeanMedium,MedianMedium,0,1,0,0,1,0
9571,NY,Middle Island,11953,631,40.863167,-72.962088,0.13918945741576816,0.00576236155196021,82260.4101854528+0i,1102,MeanMedium,MedianMedium,0,1,0,0,1,0
9572,NY,Goshen,10924,845,41.401656,-74.326851,1.1913584908307298,0.2667189523942319,157977.069606204+0i,2186,MeanMedium,MedianMedium,0,1,0,0,1,0
9573,NY,Gowanda,14070,716,42.460428,-78.93451800000001,-0.16597282551412343,-0.4359913413275457,97831.9759148376+0i,758,MeanMedium,MedianMedium,0,1,0,0,1,0
9574,NY,Blauvelt,10913,845,41.062847999999995,-73.920777,1.8245004359386439,0.8404056829765845,183244.102336686+0i,123,MeanMedium,MedianMedium,0,1,0,0,1,0
9575,NY,Granville,12832,518,43.413407,-73.264393,-0.06678802029175684,-0.39636542866248375,102621.457240881+0i,1054,MeanMedium,MedianMedium,0,1,0,0,1,0
9576,NY,Great Neck,11023,516,40.802368,-73.733099,2.0513888540851206,1.1235189654941433,192896.037838405+0i,3203,MeanMedium,MedianMedium,0,1,0,0,1,0
9577,NY,Great Neck,11023,516,40.796971,-73.722697,2.7304032456192906,1.789500377505035,222751.541149192+0i,330,MeanHigh,MedianHigh,0,0,1,0,0,1
9578,NY,East Islip,11730,631,40.716524,-73.162242,2.7085736898519577,1.5678588590966906,216169.986862951+0i,528,MeanHigh,MedianHigh,0,0,1,0,0,1
9579,NY,Greene,13778,607,42.330068,-75.767686,-0.08896842531471048,-0.33003212333832144,96345.1877299332+0i,685,MeanMedium,MedianMedium,0,1,0,0,1,0
9580,NY,Greenlawn,11740,631,40.864095,-73.363427,2.015097938702648,1.1022574936845242,192782.712923433+0i,4578,MeanMedium,MedianMedium,0,1,0,0,1,0
9581,NY,Greenport,11944,631,41.090906,-72.387821,2.0812960983065136,1.5407038565047562,202362.990359686+0i,940,MeanMedium,MedianHigh,0,1,0,0,0,1
9582,NY,Greenville,12083,518,42.413789,-74.020324,-0.3195885247011989,2.2807398451811984,79460.8898882305+0i,240,MeanMedium,MedianHigh,0,1,0,0,0,1
9583,NY,Greenwich,12834,518,43.08644,-73.496674,0.4184463495786094,-0.07353919821514522,119877.097412269+0i,772,MeanMedium,MedianMedium,0,1,0,0,1,0
9584,NY,Retsof,14539,585,42.830719,-77.90142800000001,0.2190097695652206,1.6590593829116356,70428.5648146363+0i,122,MeanMedium,MedianHigh,0,1,0,0,0,1
9585,NY,Mount Morris,14510,585,42.663379,-77.76666999999999,-0.4089272736581872,-0.6249822018574928,83008.6526558985+0i,100,MeanMedium,MedianLow,0,1,0,1,0,0
9586,NY,Lake Luzerne,12846,518,43.295589,-73.829936,-0.5030707821996071,-0.655432110899456,60346.9641392997+0i,408,MeanMedium,MedianLow,0,1,0,1,0,0
9587,NY,Gouverneur,13642,315,44.311603000000005,-75.433024,-0.8273808424914528,-0.7228222730094765,53690.784840023+0i,283,MeanLow,MedianLow,1,0,0,1,0,0
9588,NY,Gorham,14461,585,42.796506,-77.067963,0.7129523845657876,2.2807398451811984,123961.258267074+0i,66,MeanMedium,MedianHigh,0,1,0,0,0,1
9589,NY,Hamilton,13346,315,42.832189,-75.552387,1.3608712420830233,0.5487380772981963,162683.588437743+0i,750,MeanMedium,MedianMedium,0,1,0,0,1,0
9590,NY,Hammond,13646,315,44.446385,-75.693499,-0.4076994948985246,-0.6345187801487079,95218.3658364267+0i,131,MeanMedium,MedianLow,0,1,0,1,0,0
9591,NY,Hampton Bays,11946,631,40.87027,-72.521704,0.8849956712168024,0.23306117216695776,138009.906190207+0i,4935,MeanMedium,MedianMedium,0,1,0,0,1,0
9592,NY,Hancock,13783,607,41.953028,-75.28209,-1.067334752850964,-0.8074702847521003,46264.5094274078+0i,464,MeanLow,MedianLow,1,0,0,1,0,0
9593,NY,Hannibal,13074,315,43.319437,-76.577742,-0.008524178846172641,-0.3645478226035276,100076.198357211+0i,238,MeanMedium,MedianMedium,0,1,0,0,1,0
9594,NY,Island Park,11558,516,40.602508,-73.66471999999999,1.991689303451787,1.0158066086013189,187746.151322907+0i,514,MeanMedium,MedianMedium,0,1,0,0,1,0
9595,NY,Williamsville,14221,716,42.972969,-78.679265,1.1764947904062744,0.30178173046623524,152754.639867623+0i,2178,MeanMedium,MedianMedium,0,1,0,0,1,0
9596,NY,Harrisville,13648,315,44.153352000000005,-75.321198,-0.38356871446008445,-0.46120670087719917,82882.0100114404+0i,215,MeanMedium,MedianMedium,0,1,0,0,1,0
9597,NY,Cooperstown,13326,607,42.658609000000006,-75.061109,0.17726882031911628,-0.5551550523353755,129375.321021355+0i,253,MeanMedium,MedianLow,0,1,0,1,0,0
9598,NY,Hauppauge,11788,631,40.822351,-73.210701,1.7639940777900507,0.7764471970182918,178730.507119851+0i,7058,MeanMedium,MedianMedium,0,1,0,0,1,0
9599,NY,Hyde Park,12538,845,41.768879,-73.899959,1.1779685408390321,0.22770228658219413,153713.535154514+0i,1404,MeanMedium,MedianMedium,0,1,0,0,1,0
9600,NY,Saint James,11780,631,40.897658,-73.161536,2.669814965817242,1.5247888366706552,214788.406882644+0i,493,MeanHigh,MedianHigh,0,0,1,0,0,1
9601,NY,Hempstead,11550,516,40.704374,-73.619445,0.6664121798518793,-0.095745624327414,137361.025649218+0i,15863,MeanMedium,MedianMedium,0,1,0,0,1,0
9602,NY,Somers,10589,914,41.339661,-73.700677,0.9262979599439372,0.008572357241418634,146293.563339107+0i,2264,MeanMedium,MedianMedium,0,1,0,0,1,0
9603,NY,De Kalb Junction,13630,315,44.467019,-75.231171,-0.8746833242664449,-0.6742192944692421,55536.641869469+0i,186,MeanLow,MedianLow,1,0,0,1,0,0
9604,NY,Carthage,13619,315,44.023009,-75.655027,-0.4444871905924072,-0.3225470905725959,0+14437.321799216i,24,MeanMedium,MedianMedium,0,1,0,0,1,0
9605,NY,Hewlett,11557,516,40.641996,-73.694393,2.1614103847693498,1.2664930382068973,198364.311083057+0i,2167,MeanHigh,MedianMedium,0,0,1,0,1,0
9606,NY,East Rockaway,11518,516,40.633619,-73.685898,3.2867897192395756,2.2807398451811984,237866.72969612+0i,414,MeanHigh,MedianHigh,0,0,1,0,0,1
9607,NY,Hicksville,11801,516,40.764136,-73.52480600000001,1.7589500092049462,0.767905307466708,179531.810891795+0i,13329,MeanMedium,MedianMedium,0,1,0,0,1,0
9608,NY,Highland,12528,845,41.717306,-73.964718,0.18965189785247177,-0.24001279240168874,111866.811247677+0i,2181,MeanMedium,MedianMedium,0,1,0,0,1,0
9609,NY,Suffern,10901,845,41.127177,-74.170503,1.104269549772154,0.20573209904558779,151414.415182831+0i,299,MeanMedium,MedianMedium,0,1,0,0,1,0
9610,NY,Kingston,12401,845,41.91905,-74.033686,2.2412503851566705,1.3824986124663978,202045.612439011+0i,322,MeanHigh,MedianHigh,0,0,1,0,0,1
9611,NY,Hilton,14468,585,43.289972,-77.792559,0.0878907991399038,-0.2322417866233192,102291.175236795+0i,2244,MeanMedium,MedianMedium,0,1,0,0,1,0
9612,NY,Holbrook,11741,631,40.794407,-73.07069,1.578736171820619,0.5999521137799629,172097.826245056+0i,9041,MeanMedium,MedianMedium,0,1,0,0,1,0
9613,NY,Holland Patent,13354,315,43.241147,-75.256575,-0.0753938958119259,-0.29263182672818455,75499.7805124718+0i,159,MeanMedium,MedianMedium,0,1,0,0,1,0
9614,NY,Holtsville,11742,631,40.812373,-73.044653,1.5320185272901325,0.5930638942580162,169735.062623096+0i,6716,MeanMedium,MedianMedium,0,1,0,0,1,0
9615,NY,Honeoye,14471,585,42.790135,-77.51479300000001,-0.5034981060350364,2.2807398451811984,68295.1551351057+0i,278,MeanMedium,MedianHigh,0,1,0,0,0,1
9616,NY,Hoosick Falls,12090,518,42.900907000000004,-73.349968,0.11194862224474711,-0.33529154004912193,108953.259927759+0i,1358,MeanMedium,MedianMedium,0,1,0,0,1,0
9617,NY,Hornell,14843,607,42.325722,-77.66042900000001,-0.456451235373673,-0.6042429416361802,84469.2951588259+0i,3476,MeanMedium,MedianLow,0,1,0,1,0,0
9618,NY,Horseheads,14845,607,42.19664,-76.804664,0.6242491345722129,-0.10492162795051274,131171.200954019+0i,1117,MeanMedium,MedianMedium,0,1,0,0,1,0
9619,NY,Fillmore,14735,585,42.428298,-78.172646,0.12437620720319748,-0.2899959015681616,108203.619660595+0i,281,MeanMedium,MedianMedium,0,1,0,0,1,0
9620,NY,Hudson Falls,12839,518,43.304735,-73.581587,-0.20201113584193836,-0.5186375419816613,100249.124934675+0i,2832,MeanMedium,MedianLow,0,1,0,1,0,0
9621,NY,Hunter,12442,518,42.210532,-74.21543100000001,0.020661629021015867,-0.9422008745351599,132773.787718325+0i,175,MeanMedium,MedianLow,0,1,0,1,0,0
9622,NY,Huntington,11743,631,40.903556,-73.412127,3.0629554311595513,1.7660257232497365,230054.455583126+0i,569,MeanHigh,MedianHigh,0,0,1,0,0,1
9623,NY,Hurley,12443,845,41.910209,-74.062247,1.2353666426247472,0.3275566024319313,158038.663894223+0i,1388,MeanMedium,MedianMedium,0,1,0,0,1,0
9624,NY,Ilion,13357,315,43.011261,-75.03965500000001,-0.1325988810407583,-0.4285436093895563,93714.8973571469+0i,3454,MeanMedium,MedianMedium,0,1,0,0,1,0
9625,NY,Inwood,11096,516,40.621346,-73.75699,0.17985195687225264,-0.34632015144978395,115400.586205829+0i,2986,MeanMedium,MedianMedium,0,1,0,0,1,0
9626,NY,Irvington,10533,914,41.034258,-73.867028,2.699933297502728,1.5089981529290084,214989.243172325+0i,2370,MeanHigh,MedianHigh,0,0,1,0,0,1
9627,NY,Island Park,11558,516,40.605346999999995,-73.655439,1.182330472789806,0.3226701939984925,157120.184841418+0i,1802,MeanMedium,MedianMedium,0,1,0,0,1,0
9628,NY,Islip Terrace,11752,631,40.750615,-73.187191,1.2685542698095138,0.3301427931549727,157867.111672181+0i,1717,MeanMedium,MedianMedium,0,1,0,0,1,0
9629,NY,Aquebogue,11931,631,40.961442,-72.583372,2.55396200031309,2.2807398451811984,214002.168282647+0i,437,MeanHigh,MedianHigh,0,0,1,0,0,1
9630,NY,Jamestown,14701,716,42.088508000000004,-79.281097,0.387540924904077,-0.286290686013035,122683.72634701+0i,947,MeanMedium,MedianMedium,0,1,0,0,1,0
9631,NY,Yorktown Heights,10598,914,41.319935,-73.801118,1.9465418881065053,0.9337572211909819,186848.241637274+0i,5258,MeanMedium,MedianMedium,0,1,0,0,1,0
9632,NY,Jericho,11753,516,40.786045,-73.541253,2.583397326465586,1.4042325614273417,210099.724045539+0i,4709,MeanHigh,MedianHigh,0,0,1,0,0,1
9633,NY,Johnstown,12095,518,43.007335,-74.375065,0.40465965906899243,-0.1880278721467079,125577.273903795+0i,3801,MeanMedium,MedianMedium,0,1,0,0,1,0
9634,NY,Monsey,10952,845,41.121233000000004,-74.06858299999999,-0.8261106812837001,-0.9587873092685119,60420.8634298415+0i,962,MeanLow,MedianLow,1,0,0,1,0,0
9635,NY,Keeseville,12944,518,44.504740000000005,-73.48209399999999,-0.5061373660527901,-0.5570946953776565,78213.0187481866+0i,431,MeanMedium,MedianLow,0,1,0,1,0,0
9636,NY,Kenmore,14217,716,42.964633,-78.87129,0.3260514078792436,-0.25804152580750606,120532.0299135+0i,7032,MeanMedium,MedianMedium,0,1,0,0,1,0
9637,NY,Great Neck,11023,516,40.793077000000004,-73.72224200000001,3.04821593619758,1.7324425446779346,229189.144293789+0i,406,MeanHigh,MedianHigh,0,0,1,0,0,1
9638,NY,Penn Yan,14527,315,42.612536,-77.092405,-1.3511468355135638,2.2807398451811984,25082.9308181123+0i,52,MeanLow,MedianHigh,1,0,0,0,0,1
9639,NY,Kings Park,11754,631,40.886964,-73.245571,1.881550149551896,0.9114886270324862,184154.411591714+0i,6087,MeanMedium,MedianMedium,0,1,0,0,1,0
9640,NY,Kingston,12401,845,41.930124,-73.996782,0.20627402598194788,-0.3606312356912293,119212.136158201+0i,9719,MeanMedium,MedianMedium,0,1,0,0,1,0
9641,NY,Mount Morris,14510,585,42.652845,-77.794881,1.0450497119564086,-0.34915501435773316,163771.617778326+0i,53,MeanMedium,MedianMedium,0,1,0,0,1,0
9642,NY,Sandy Creek,13145,315,43.642654,-76.066066,-0.027164665950252104,-0.10280791437879623,84066.444998298+0i,250,MeanMedium,MedianMedium,0,1,0,0,1,0
9643,NY,Carmel,10512,845,41.462746,-73.663331,1.1185435624221605,0.2121229741977189,151990.834253076+0i,2918,MeanMedium,MedianMedium,0,1,0,0,1,0
9644,NY,Lake George,12845,518,43.425924,-73.715168,1.0037870182625206,0.1732555116966258,149646.028798523+0i,382,MeanMedium,MedianMedium,0,1,0,0,1,0
9645,NY,Lake Katrine,12449,845,41.985217999999996,-73.98975899999999,0.7124024886160453,-0.08446834074184413,143425.187046899+0i,846,MeanMedium,MedianMedium,0,1,0,0,1,0
9646,NY,Lake Luzerne,12846,518,43.324809,-73.837711,-0.37494969133441347,-0.40909744452976443,76539.8679949371+0i,460,MeanMedium,MedianMedium,0,1,0,0,1,0
9647,NY,Lake Placid,12946,518,44.28423,-73.986439,0.9414294882648887,-0.14631311312842024,155350.349844596+0i,1259,MeanMedium,MedianMedium,0,1,0,0,1,0
9648,NY,Great Neck,11020,516,40.763887,-73.711083,3.040211580214936,1.7210906594368924,228395.209312577+0i,765,MeanHigh,MedianHigh,0,0,1,0,0,1
9649,NY,Livonia,14487,585,42.836760999999996,-77.703154,-0.6685624153846452,1.6590593829116356,0+9873.17471438588i,276,MeanMedium,MedianHigh,0,1,0,0,0,1
9650,NY,Lancaster,14086,716,42.9006,-78.668775,0.1950781575589429,-0.1714041365856198,108712.903746853+0i,4349,MeanMedium,MedianMedium,0,1,0,0,1,0
9651,NY,Larchmont,10538,914,40.925961,-73.75196,2.8804523451947865,1.5814860948296394,221147.154645041+0i,2072,MeanHigh,MedianHigh,0,0,1,0,0,1
9652,NY,Mattituck,11952,631,40.972918,-72.554532,1.370243849197763,0.6053109993647265,153504.344094857+0i,526,MeanMedium,MedianMedium,0,1,0,0,1,0
9653,NY,Laurens,13796,607,42.531319,-75.088716,-0.7041547419172348,-0.4891823216793295,0+46570.6899774506i,104,MeanMedium,MedianMedium,0,1,0,0,1,0
9654,NY,Catskill,12414,518,42.249681,-73.892333,-0.0810499838287933,2.2807398451811984,84740.9557886724+0i,97,MeanMedium,MedianHigh,0,1,0,0,0,1
9655,NY,Le Roy,14482,585,42.978006,-77.990874,0.5834158966811241,-0.24844277947006402,137303.010705342+0i,1730,MeanMedium,MedianMedium,0,1,0,0,1,0
9656,NY,Youngstown,14174,716,43.171869,-79.03956099999999,0.45577868198765203,-0.2390802717082844,127209.278925387+0i,1128,MeanMedium,MedianMedium,0,1,0,0,1,0
9657,NY,Long Beach,11561,516,40.589098,-73.604318,2.952514675879043,1.7402259840655496,226934.9140839+0i,1080,MeanHigh,MedianHigh,0,0,1,0,0,1
9658,NY,Delevan,14042,716,42.433002,-78.484684,0.24703505136224863,-0.4630220078270263,128515.716532788+0i,236,MeanMedium,MedianMedium,0,1,0,0,1,0
9659,NY,Somers,10589,914,41.335313,-73.72669300000001,1.5429165997858372,0.5706087959608396,165617.899392909+0i,509,MeanMedium,MedianMedium,0,1,0,0,1,0
